CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,R_Num,F_Num,M_Num,RFM_Numeric,RFM_Score,Segment
19510,1187,1,152.38098243195097,1,1,1,1,1,1,3,111,Inactive
16943,1187,1,5680.709795767681,1,1,4,1,1,4,6,114,Inactive
17804,666,2,5374.649005291061,2,4,4,2,4,4,10,244,At-Risk
16565,1186,1,2092.291674252824,1,1,2,1,1,2,4,112,Inactive
15984,1186,1,3844.891011055724,1,1,3,1,1,3,5,113,Inactive
15142,1186,1,1012.2463542838793,1,1,2,1,1,2,4,112,Inactive
14670,52,3,6291.56028403699,4,4,4,4,4,4,12,444,VIP
12190,923,2,4450.281814064549,2,4,3,2,4,3,9,243,At-Risk
19184,1185,1,1067.4839922064602,1,1,2,1,1,2,4,112,Inactive
12712,1185,1,3730.68648139707,1,1,3,1,1,3,5,113,Inactive
12192,1184,1,4841.063493694488,1,1,3,1,1,3,5,113,Inactive
11248,1184,1,4991.990102567808,1,1,4,1,1,4,6,114,Inactive
14033,632,4,5426.555509483102,3,4,4,3,4,4,11,344,VIP
11997,1183,1,3556.135496794043,1,1,3,1,1,3,5,113,Inactive
13687,322,2,96.7900726797663,3,4,1,3,4,1,8,341,Loyal
14018,1183,1,136.88065187187624,1,1,1,1,1,1,3,111,Inactive
11970,572,2,12477.4569837877,3,4,4,3,4,4,11,344,VIP
18389,525,2,2400.1698938459867,3,4,2,3,4,2,9,342,Loyal
15765,1182,1,1445.1624313646646,1,1,2,1,1,2,4,112,Inactive
11202,1182,1,3492.31296099268,1,1,3,1,1,3,5,113,Inactive
18135,228,2,3093.210548475413,4,4,3,4,4,3,11,443,VIP
15567,1181,1,1474.6432581624745,1,1,2,1,1,2,4,112,Inactive
17667,1181,1,77.77919831541845,1,1,1,1,1,1,3,111,Inactive
15742,1180,1,460.70946460249525,1,1,1,1,1,1,3,111,Inactive
15788,380,2,3327.279766090421,3,4,3,3,4,3,10,343,VIP
15408,1104,2,10572.921198561633,1,4,4,1,4,4,9,144,At-Risk
18669,1180,1,4316.92017013941,1,1,3,1,1,3,5,113,Inactive
19446,1179,1,641.6562361934706,1,1,1,1,1,1,3,111,Inactive
10922,268,2,1727.742650937304,4,4,2,4,4,2,10,442,Loyal
10419,840,2,8155.572123019048,2,4,4,2,4,4,10,244,At-Risk
12204,490,2,12292.949504111471,3,4,4,3,4,4,11,344,VIP
11120,1178,1,3480.4987858295476,1,1,3,1,1,3,5,113,Inactive
10950,1178,1,842.372619313574,1,1,1,1,1,1,3,111,Inactive
12336,733,2,2323.631905076916,2,4,2,2,4,2,8,242,At-Risk
15373,1177,1,1494.4409225742481,1,1,2,1,1,2,4,112,Inactive
12243,1177,1,4268.119262881256,1,1,3,1,1,3,5,113,Inactive
12645,475,2,2314.8349690730884,3,4,2,3,4,2,9,342,Loyal
14612,937,2,6353.721949180059,2,4,4,2,4,4,10,244,At-Risk
11865,1176,1,868.5536354069176,1,1,1,1,1,1,3,111,Inactive
16028,427,2,3177.2355185557794,3,4,3,3,4,3,10,343,VIP
17326,1175,1,878.3257440907887,1,1,1,1,1,1,3,111,Inactive
16359,1175,1,2720.5270824632403,1,1,3,1,1,3,5,113,Inactive
17863,1175,1,763.6770039666663,1,1,1,1,1,1,3,111,Inactive
13228,1174,1,1180.943055940281,1,1,2,1,1,2,4,112,Inactive
12371,1174,1,833.9035797169093,1,1,1,1,1,1,3,111,Inactive
12891,277,2,6217.14959692503,4,4,4,4,4,4,12,444,VIP
13756,1173,1,3532.4935148857194,1,1,3,1,1,3,5,113,Inactive
14225,859,3,7528.679782360812,2,4,4,2,4,4,10,244,At-Risk
10094,1173,1,2048.092419951617,1,1,2,1,1,2,4,112,Inactive
12674,1172,1,6164.728590055671,1,1,4,1,1,4,6,114,Inactive
16898,1172,1,1348.6965744963209,1,1,2,1,1,2,4,112,Inactive
10793,1172,1,601.4315250221025,1,1,1,1,1,1,3,111,Inactive
12116,1171,1,2000.1318670613455,1,1,2,1,1,2,4,112,Inactive
15779,688,2,3715.161110305864,2,4,3,2,4,3,9,243,At-Risk
16166,1171,1,6013.6293071365135,1,1,4,1,1,4,6,114,Inactive
10814,1170,1,1391.0847738957227,1,1,2,1,1,2,4,112,Inactive
10345,1170,1,3038.3581323254375,1,1,3,1,1,3,5,113,Inactive
18554,1170,1,364.3188271910581,1,1,1,1,1,1,3,111,Inactive
12443,1170,1,4300.687655673513,1,1,3,1,1,3,5,113,Inactive
17783,1169,1,390.5755804473742,1,1,1,1,1,1,3,111,Inactive
10984,1010,2,2654.5058429916166,2,4,3,2,4,3,9,243,At-Risk
17790,1169,1,7790.294666150474,1,1,4,1,1,4,6,114,Inactive
19831,1168,1,3665.5081069998582,1,1,3,1,1,3,5,113,Inactive
10827,1168,1,672.2320700348556,1,1,1,1,1,1,3,111,Inactive
13531,1168,1,2929.277928475867,1,1,3,1,1,3,5,113,Inactive
17147,1168,1,6118.341132949192,1,1,4,1,1,4,6,114,Inactive
14451,1167,1,1837.4456090678225,1,1,2,1,1,2,4,112,Inactive
13876,1167,1,4018.547036949723,1,1,3,1,1,3,5,113,Inactive
15959,1167,1,2619.8605938091805,1,1,3,1,1,3,5,113,Inactive
10126,1166,1,4801.936262818266,1,1,3,1,1,3,5,113,Inactive
18795,1166,1,935.9861584287844,1,1,1,1,1,1,3,111,Inactive
16024,1166,1,6927.546057941323,1,1,4,1,1,4,6,114,Inactive
15109,1003,2,3412.2320821798135,2,4,3,2,4,3,9,243,At-Risk
17196,382,2,1807.5530603455868,3,4,2,3,4,2,9,342,Loyal
13368,1164,1,3075.024216212024,1,1,3,1,1,3,5,113,Inactive
13797,1164,1,5229.315600555141,1,1,4,1,1,4,6,114,Inactive
11792,1164,1,1813.0951946611037,1,1,2,1,1,2,4,112,Inactive
13476,1163,1,301.7304312004389,1,1,1,1,1,1,3,111,Inactive
13417,1163,1,3927.4012044648916,1,1,3,1,1,3,5,113,Inactive
11645,1163,1,5591.332331960427,1,1,4,1,1,4,6,114,Inactive
19397,1162,1,5239.9138477883025,1,1,4,1,1,4,6,114,Inactive
13030,1162,1,335.0512271675794,1,1,1,1,1,1,3,111,Inactive
12872,1162,1,4696.529732319999,1,1,3,1,1,3,5,113,Inactive
11854,726,2,4220.402577365352,2,4,3,2,4,3,9,243,At-Risk
14021,1161,1,2009.3125185682586,1,1,2,1,1,2,4,112,Inactive
14662,1161,1,867.3307687021355,1,1,1,1,1,1,3,111,Inactive
16514,1160,1,4980.619128693997,1,1,4,1,1,4,6,114,Inactive
15031,1160,1,134.5714108464451,1,1,1,1,1,1,3,111,Inactive
12708,423,3,2423.1356228674777,3,4,2,3,4,2,9,342,Loyal
17112,1159,1,6842.355348713007,1,1,4,1,1,4,6,114,Inactive
19524,1159,1,409.70605743409453,1,1,1,1,1,1,3,111,Inactive
18393,1159,1,988.3554577305374,1,1,2,1,1,2,4,112,Inactive
13507,1159,1,1927.114978102086,1,1,2,1,1,2,4,112,Inactive
16456,1158,1,5115.106856475532,1,1,4,1,1,4,6,114,Inactive
14212,1158,1,4978.833436317111,1,1,4,1,1,4,6,114,Inactive
17970,1098,3,7916.949467953754,1,4,4,1,4,4,9,144,At-Risk
18766,706,2,6625.821035948273,2,4,4,2,4,4,10,244,At-Risk
10536,852,2,7397.9990722101875,2,4,4,2,4,4,10,244,At-Risk
11625,116,2,4082.725901173762,4,4,3,4,4,3,11,443,VIP
17973,1156,1,626.1188712338587,1,1,1,1,1,1,3,111,Inactive
18577,1156,1,619.7287434733823,1,1,1,1,1,1,3,111,Inactive
18070,1156,1,3505.408342675898,1,1,3,1,1,3,5,113,Inactive
18609,1155,1,4620.9451703550885,1,1,3,1,1,3,5,113,Inactive
16490,1155,1,2207.8098010764697,1,1,2,1,1,2,4,112,Inactive
13600,1155,1,393.9158973549399,1,1,1,1,1,1,3,111,Inactive
16783,1154,1,1571.6104997250093,1,1,2,1,1,2,4,112,Inactive
14971,1154,1,815.4883920165096,1,1,1,1,1,1,3,111,Inactive
11205,259,2,6681.955039277436,4,4,4,4,4,4,12,444,VIP
11990,1153,1,787.4709081765299,1,1,1,1,1,1,3,111,Inactive
15299,866,2,6784.572649302168,2,4,4,2,4,4,10,244,At-Risk
13572,1153,1,2989.0467370659258,1,1,3,1,1,3,5,113,Inactive
15975,1152,1,26.53601117190316,1,1,1,1,1,1,3,111,Inactive
16320,149,2,3966.6802529934175,4,4,3,4,4,3,11,443,VIP
14757,320,4,7113.222240679672,3,4,4,3,4,4,11,344,VIP
12713,1151,1,4193.671170321665,1,1,3,1,1,3,5,113,Inactive
10966,1151,1,3964.706540955217,1,1,3,1,1,3,5,113,Inactive
14944,1150,1,503.5508234150159,1,1,1,1,1,1,3,111,Inactive
13432,957,2,554.396494137641,2,4,1,2,4,1,7,241,At-Risk
10688,1150,1,6538.4048325194535,1,1,4,1,1,4,6,114,Inactive
14243,1149,1,1659.5841995341336,1,1,2,1,1,2,4,112,Inactive
13701,544,2,3907.537781762353,3,4,3,3,4,3,10,343,VIP
18533,429,3,4296.313727677524,3,4,3,3,4,3,10,343,VIP
15182,1149,1,2778.023284975367,1,1,3,1,1,3,5,113,Inactive
19916,1148,1,4642.864088202639,1,1,3,1,1,3,5,113,Inactive
16704,884,2,3880.08064891128,2,4,3,2,4,3,9,243,At-Risk
14422,452,2,6988.1001413992235,3,4,4,3,4,4,11,344,VIP
19984,653,2,11036.520475441268,2,4,4,2,4,4,10,244,At-Risk
11759,1147,1,5404.996144175418,1,1,4,1,1,4,6,114,Inactive
19181,1147,1,3529.502242678547,1,1,3,1,1,3,5,113,Inactive
12482,1147,1,3403.540501630943,1,1,3,1,1,3,5,113,Inactive
18058,387,2,7647.279271179194,3,4,4,3,4,4,11,344,VIP
10951,1146,1,58.83459610247797,1,1,1,1,1,1,3,111,Inactive
18914,1146,1,423.45497979875114,1,1,1,1,1,1,3,111,Inactive
12079,1145,1,3036.2930453364243,1,1,3,1,1,3,5,113,Inactive
12717,1145,1,888.1688112954566,1,1,1,1,1,1,3,111,Inactive
14524,89,3,4716.077153595237,4,4,3,4,4,3,11,443,VIP
18477,1144,1,1890.8791289019618,1,1,2,1,1,2,4,112,Inactive
17311,910,2,3578.315752651233,2,4,3,2,4,3,9,243,At-Risk
12065,1143,1,195.42572738290042,1,1,1,1,1,1,3,111,Inactive
10768,1143,1,3577.214929454221,1,1,3,1,1,3,5,113,Inactive
15490,1109,2,4160.504342127359,1,4,3,1,4,3,8,143,At-Risk
16645,1142,1,5952.162512270957,1,1,4,1,1,4,6,114,Inactive
15083,1142,1,1235.2405330019517,1,1,2,1,1,2,4,112,Inactive
15797,1004,2,7541.716273015923,2,4,4,2,4,4,10,244,At-Risk
19138,1141,1,2263.4995078177894,1,1,2,1,1,2,4,112,Inactive
14926,41,2,4728.636612235494,4,4,3,4,4,3,11,443,VIP
16016,1141,1,27.807463266676233,1,1,1,1,1,1,3,111,Inactive
13335,1140,1,316.1754303846984,1,1,1,1,1,1,3,111,Inactive
18038,1140,1,628.5498649251482,1,1,1,1,1,1,3,111,Inactive
14873,15,3,11499.713622380958,4,4,4,4,4,4,12,444,VIP
11481,398,2,1502.218375511111,3,4,2,3,4,2,9,342,Loyal
16305,136,2,5879.871107272959,4,4,4,4,4,4,12,444,VIP
13451,649,2,1503.0951386278698,2,4,2,2,4,2,8,242,At-Risk
10054,1139,1,1893.8438273857976,1,1,2,1,1,2,4,112,Inactive
17643,1112,2,1211.2890897034674,1,4,2,1,4,2,7,142,At-Risk
13462,1138,1,86.38097888397454,1,1,1,1,1,1,3,111,Inactive
10832,1138,1,5194.177285201789,1,1,4,1,1,4,6,114,Inactive
15954,1137,1,1474.8236894721008,1,1,2,1,1,2,4,112,Inactive
18519,173,2,9211.236025065438,4,4,4,4,4,4,12,444,VIP
17221,1137,1,264.8787841093774,1,1,1,1,1,1,3,111,Inactive
13310,1137,1,1159.7456204639086,1,1,2,1,1,2,4,112,Inactive
13300,788,2,5931.229366935995,2,4,4,2,4,4,10,244,At-Risk
16722,1136,1,1248.1104664824306,1,1,2,1,1,2,4,112,Inactive
17218,1136,1,2083.256773251291,1,1,2,1,1,2,4,112,Inactive
17776,1135,1,1512.2105478289975,1,1,2,1,1,2,4,112,Inactive
13675,1135,1,970.72617966058,1,1,1,1,1,1,3,111,Inactive
13054,1135,1,488.4430099629935,1,1,1,1,1,1,3,111,Inactive
15207,1134,1,6794.674141603589,1,1,4,1,1,4,6,114,Inactive
19503,803,2,2730.389302977189,2,4,3,2,4,3,9,243,At-Risk
12538,1133,1,2127.0868269975313,1,1,2,1,1,2,4,112,Inactive
14547,1133,1,1759.6322092676246,1,1,2,1,1,2,4,112,Inactive
15619,595,3,1811.172347008313,3,4,2,3,4,2,9,342,Loyal
18356,1133,1,5513.192928326728,1,1,4,1,1,4,6,114,Inactive
16612,1132,1,1609.6745375677156,1,1,2,1,1,2,4,112,Inactive
15005,1132,1,5200.442157351566,1,1,4,1,1,4,6,114,Inactive
10822,1132,1,961.24951751501,1,1,1,1,1,1,3,111,Inactive
10943,1131,1,5882.2860178589835,1,1,4,1,1,4,6,114,Inactive
16150,1038,2,3714.0065955637683,1,4,3,1,4,3,8,143,At-Risk
14425,1131,1,6605.001014806286,1,1,4,1,1,4,6,114,Inactive
18966,1130,1,2053.7183926579796,1,1,2,1,1,2,4,112,Inactive
12198,1130,1,192.51281007937644,1,1,1,1,1,1,3,111,Inactive
14242,1130,1,4963.590459243579,1,1,4,1,1,4,6,114,Inactive
13695,1130,1,2693.4902086882325,1,1,3,1,1,3,5,113,Inactive
13452,1129,1,6444.050872465306,1,1,4,1,1,4,6,114,Inactive
19106,1129,1,8662.138990133597,1,1,4,1,1,4,6,114,Inactive
11308,1129,1,988.5182141683641,1,1,2,1,1,2,4,112,Inactive
14177,293,2,6048.98872635149,4,4,4,4,4,4,12,444,VIP
18705,1128,1,4094.8356477685184,1,1,3,1,1,3,5,113,Inactive
16852,718,2,2473.054189460675,2,4,2,2,4,2,8,242,At-Risk
16035,1128,1,65.2916972488806,1,1,1,1,1,1,3,111,Inactive
13594,1127,1,797.7478311444298,1,1,1,1,1,1,3,111,Inactive
14841,331,2,3592.167891056187,3,4,3,3,4,3,10,343,VIP
14566,38,2,2311.689883334739,4,4,2,4,4,2,10,442,Loyal
11555,1126,1,2406.730872773677,1,1,2,1,1,2,4,112,Inactive
10804,1126,1,915.180186005434,1,1,1,1,1,1,3,111,Inactive
11279,1125,1,2679.7252591769816,1,1,3,1,1,3,5,113,Inactive
17083,818,2,3516.613955402638,2,4,3,2,4,3,9,243,At-Risk
11387,1124,1,76.63593759232474,1,1,1,1,1,1,3,111,Inactive
12679,302,2,5727.995211099945,3,4,4,3,4,4,11,344,VIP
12106,1123,1,2985.000243981761,1,1,3,1,1,3,5,113,Inactive
14223,1123,1,6298.46664026393,1,1,4,1,1,4,6,114,Inactive
14831,1123,1,432.44295190650774,1,1,1,1,1,1,3,111,Inactive
12768,1122,1,363.1159535013159,1,1,1,1,1,1,3,111,Inactive
13186,1122,1,23.92671613761094,1,1,1,1,1,1,3,111,Inactive
12573,1122,1,1155.3757653826347,1,1,2,1,1,2,4,112,Inactive
12599,1121,1,1137.080372584939,1,1,2,1,1,2,4,112,Inactive
18428,1121,1,4550.0651580136455,1,1,3,1,1,3,5,113,Inactive
11304,1121,1,563.5154743141036,1,1,1,1,1,1,3,111,Inactive
17368,660,2,1357.622011907091,2,4,2,2,4,2,8,242,At-Risk
15877,54,2,11444.202864301002,4,4,4,4,4,4,12,444,VIP
11301,1120,1,8949.105953131037,1,1,4,1,1,4,6,114,Inactive
12541,80,2,9207.338970939834,4,4,4,4,4,4,12,444,VIP
12051,1119,1,535.323938326159,1,1,1,1,1,1,3,111,Inactive
18633,1118,1,2581.487426098619,1,1,3,1,1,3,5,113,Inactive
10074,1118,1,2791.943473554181,1,1,3,1,1,3,5,113,Inactive
15475,1117,1,1019.5364285920057,1,1,2,1,1,2,4,112,Inactive
18232,1117,1,3091.1774444447137,1,1,3,1,1,3,5,113,Inactive
17184,1117,1,53.07155137839393,1,1,1,1,1,1,3,111,Inactive
15796,1116,1,3841.4133933334597,1,1,3,1,1,3,5,113,Inactive
17141,1116,1,6967.55516175029,1,1,4,1,1,4,6,114,Inactive
11622,1116,1,1652.3066176528062,1,1,2,1,1,2,4,112,Inactive
18041,1116,1,1549.365724041136,1,1,2,1,1,2,4,112,Inactive
10341,1115,1,2686.168287411535,1,1,3,1,1,3,5,113,Inactive
12074,1115,1,2289.5212583213097,1,1,2,1,1,2,4,112,Inactive
10645,699,2,6659.201504502296,2,4,4,2,4,4,10,244,At-Risk
14263,1114,1,701.1370209718914,1,1,1,1,1,1,3,111,Inactive
18801,368,2,3695.270254530255,3,4,3,3,4,3,10,343,VIP
16136,355,2,8627.083295501474,3,4,4,3,4,4,11,344,VIP
18646,1113,1,2961.5580402809096,1,1,3,1,1,3,5,113,Inactive
19900,1,3,8202.43153794395,4,4,4,4,4,4,12,444,VIP
12969,1113,1,2655.241408576128,1,1,3,1,1,3,5,113,Inactive
13028,1112,1,86.02902557835706,1,1,1,1,1,1,3,111,Inactive
13629,638,2,8055.648195326927,3,4,4,3,4,4,11,344,VIP
13067,1111,1,4002.079688600506,1,1,3,1,1,3,5,113,Inactive
15941,383,2,8028.361258503382,3,4,4,3,4,4,11,344,VIP
11386,1110,1,4099.473574863163,1,1,3,1,1,3,5,113,Inactive
12866,118,3,4230.824797694798,4,4,3,4,4,3,11,443,VIP
14788,1110,1,5735.897207162832,1,1,4,1,1,4,6,114,Inactive
14124,1109,1,5446.3279702040245,1,1,4,1,1,4,6,114,Inactive
18340,1109,1,5921.065199442075,1,1,4,1,1,4,6,114,Inactive
13850,846,2,10729.055354332024,2,4,4,2,4,4,10,244,At-Risk
19328,1107,1,1809.0081201621624,1,1,2,1,1,2,4,112,Inactive
18378,57,3,9376.925942062055,4,4,4,4,4,4,12,444,VIP
11333,1107,1,5961.561719949887,1,1,4,1,1,4,6,114,Inactive
14150,1106,1,3224.8741713386617,1,1,3,1,1,3,5,113,Inactive
16766,1106,1,6426.8706947950905,1,1,4,1,1,4,6,114,Inactive
12711,815,2,5882.778886337859,2,4,4,2,4,4,10,244,At-Risk
14853,1105,1,4562.774040786408,1,1,3,1,1,3,5,113,Inactive
16212,1105,1,4588.58589574599,1,1,3,1,1,3,5,113,Inactive
17479,1105,1,75.98275868185087,1,1,1,1,1,1,3,111,Inactive
19977,1104,1,649.3459323640111,1,1,1,1,1,1,3,111,Inactive
17715,1104,1,8055.859599651866,1,1,4,1,1,4,6,114,Inactive
18942,1104,1,90.11335661638859,1,1,1,1,1,1,3,111,Inactive
11762,668,2,9100.932559923222,2,4,4,2,4,4,10,244,At-Risk
17101,1103,1,3394.4065255196347,1,1,3,1,1,3,5,113,Inactive
17674,361,2,5029.794500525475,3,4,4,3,4,4,11,344,VIP
16122,1102,1,3413.7815910347854,1,1,3,1,1,3,5,113,Inactive
10481,1102,1,718.3742758536514,1,1,1,1,1,1,3,111,Inactive
10153,1102,1,2391.074900487681,1,1,2,1,1,2,4,112,Inactive
17617,1102,1,4491.006515053261,1,1,3,1,1,3,5,113,Inactive
11524,496,2,8757.591888450794,3,4,4,3,4,4,11,344,VIP
12120,413,3,3689.890139634701,3,4,3,3,4,3,10,343,VIP
12343,1101,1,1886.7342051125231,1,1,2,1,1,2,4,112,Inactive
15136,1094,2,1393.633028017151,1,4,2,1,4,2,7,142,At-Risk
15760,1100,1,4856.699390468618,1,1,3,1,1,3,5,113,Inactive
11240,1100,1,1422.240938823379,1,1,2,1,1,2,4,112,Inactive
10060,331,2,4517.538333546233,3,4,3,3,4,3,10,343,VIP
19130,1064,2,7868.1887564840545,1,4,4,1,4,4,9,144,At-Risk
11639,1099,1,1531.5477614659126,1,1,2,1,1,2,4,112,Inactive
16185,1099,1,816.6226763435616,1,1,1,1,1,1,3,111,Inactive
14203,1098,1,1772.490083600035,1,1,2,1,1,2,4,112,Inactive
18363,1097,1,2410.7852911103214,1,1,2,1,1,2,4,112,Inactive
19650,1097,1,469.0194740923827,1,1,1,1,1,1,3,111,Inactive
13549,1097,1,6295.901841938932,1,1,4,1,1,4,6,114,Inactive
14197,998,2,7974.472304464478,2,4,4,2,4,4,10,244,At-Risk
17009,1032,2,3641.8454775825976,1,4,3,1,4,3,8,143,At-Risk
16667,1096,1,525.1663677314746,1,1,1,1,1,1,3,111,Inactive
12322,1096,1,3335.077927371165,1,1,3,1,1,3,5,113,Inactive
19828,111,2,1021.8101017959684,4,4,2,4,4,2,10,442,Loyal
14090,1095,1,2273.645983992641,1,1,2,1,1,2,4,112,Inactive
16960,1095,1,1541.4737208121394,1,1,2,1,1,2,4,112,Inactive
13004,1095,1,4164.9763051183945,1,1,3,1,1,3,5,113,Inactive
10329,1094,1,3610.625178670761,1,1,3,1,1,3,5,113,Inactive
13640,1094,1,3757.4043789168913,1,1,3,1,1,3,5,113,Inactive
17982,100,3,12416.449302328356,4,4,4,4,4,4,12,444,VIP
11341,1093,1,4765.107304896198,1,1,3,1,1,3,5,113,Inactive
18407,1093,1,1280.675484087406,1,1,2,1,1,2,4,112,Inactive
10338,1092,1,7639.933530332458,1,1,4,1,1,4,6,114,Inactive
11750,675,2,9064.665713268842,2,4,4,2,4,4,10,244,At-Risk
15604,1091,1,1931.565741392331,1,1,2,1,1,2,4,112,Inactive
12421,1091,1,1423.2736975359082,1,1,2,1,1,2,4,112,Inactive
17119,84,2,5165.078155859263,4,4,4,4,4,4,12,444,VIP
15319,1090,1,2574.045108694987,1,1,2,1,1,2,4,112,Inactive
16609,1090,1,5402.400813244313,1,1,4,1,1,4,6,114,Inactive
13993,1089,1,3800.161559119737,1,1,3,1,1,3,5,113,Inactive
18044,1088,1,1076.7107980398828,1,1,2,1,1,2,4,112,Inactive
18238,1088,1,4433.206060115726,1,1,3,1,1,3,5,113,Inactive
14806,923,2,2369.2817942722677,2,4,2,2,4,2,8,242,At-Risk
18592,1087,1,437.5269440290951,1,1,1,1,1,1,3,111,Inactive
15913,1087,1,2124.699739149087,1,1,2,1,1,2,4,112,Inactive
17124,195,2,7564.9118054339015,4,4,4,4,4,4,12,444,VIP
10390,1086,1,5106.671040684796,1,1,4,1,1,4,6,114,Inactive
14430,1086,1,6257.362239728105,1,1,4,1,1,4,6,114,Inactive
18820,1085,1,34.509338834541765,1,1,1,1,1,1,3,111,Inactive
17686,1085,1,1179.5410149145494,1,1,2,1,1,2,4,112,Inactive
14232,527,2,6285.928684428831,3,4,4,3,4,4,11,344,VIP
11521,1084,1,1056.62900606562,1,1,2,1,1,2,4,112,Inactive
19018,181,2,1012.4064943398032,4,4,2,4,4,2,10,442,Loyal
11500,1084,1,881.3429197240619,1,1,1,1,1,1,3,111,Inactive
16737,1083,1,697.2368588838981,1,1,1,1,1,1,3,111,Inactive
13294,220,2,2354.3881589297234,4,4,2,4,4,2,10,442,Loyal
15085,473,2,2634.647322440346,3,4,3,3,4,3,10,343,VIP
12419,1083,1,1359.8936786659294,1,1,2,1,1,2,4,112,Inactive
19126,1082,1,72.47422699517827,1,1,1,1,1,1,3,111,Inactive
13042,1082,1,3711.508963858837,1,1,3,1,1,3,5,113,Inactive
14497,1082,1,1534.9780496570118,1,1,2,1,1,2,4,112,Inactive
11466,1081,1,5355.011717107072,1,1,4,1,1,4,6,114,Inactive
10614,438,2,4114.076028699497,3,4,3,3,4,3,10,343,VIP
15392,1081,1,1693.6935903073074,1,1,2,1,1,2,4,112,Inactive
17693,104,3,6124.208298209198,4,4,4,4,4,4,12,444,VIP
19374,30,2,2339.916360797847,4,4,2,4,4,2,10,442,Loyal
13223,1080,1,664.2513248760692,1,1,1,1,1,1,3,111,Inactive
17138,1079,1,1718.5470785880239,1,1,2,1,1,2,4,112,Inactive
12667,1079,1,5838.393399246515,1,1,4,1,1,4,6,114,Inactive
17980,622,2,6903.524748741975,3,4,4,3,4,4,11,344,VIP
10130,1078,1,4254.574156570433,1,1,3,1,1,3,5,113,Inactive
12983,1078,1,366.26826184199206,1,1,1,1,1,1,3,111,Inactive
14278,1078,1,973.1470733232895,1,1,2,1,1,2,4,112,Inactive
17126,1078,1,1657.7731338866943,1,1,2,1,1,2,4,112,Inactive
18230,1077,1,3446.019119855724,1,1,3,1,1,3,5,113,Inactive
17694,1077,1,2007.1147122474883,1,1,2,1,1,2,4,112,Inactive
16640,1077,1,2124.5996378813074,1,1,2,1,1,2,4,112,Inactive
10920,1070,2,3524.9783040105785,1,4,3,1,4,3,8,143,At-Risk
17564,1076,1,4011.476069475781,1,1,3,1,1,3,5,113,Inactive
19323,19,2,5187.324917710036,4,4,4,4,4,4,12,444,VIP
18502,1075,1,731.2777596369023,1,1,1,1,1,1,3,111,Inactive
18930,1075,1,532.9586441572488,1,1,1,1,1,1,3,111,Inactive
13241,1074,1,1883.8383168357877,1,1,2,1,1,2,4,112,Inactive
10545,1074,1,1978.2046888936368,1,1,2,1,1,2,4,112,Inactive
14346,1074,1,3704.5240132000918,1,1,3,1,1,3,5,113,Inactive
19996,1074,1,2530.9163298055496,1,1,2,1,1,2,4,112,Inactive
13810,1073,1,2362.9975479076834,1,1,2,1,1,2,4,112,Inactive
19005,1073,1,549.9004348681657,1,1,1,1,1,1,3,111,Inactive
12032,190,3,2041.1339918660544,4,4,2,4,4,2,10,442,Loyal
18436,465,2,876.8748476870837,3,4,1,3,4,1,8,341,Loyal
10271,1072,1,615.1410521243496,1,1,1,1,1,1,3,111,Inactive
13511,1071,1,1253.9180206086414,1,1,2,1,1,2,4,112,Inactive
11771,1071,1,221.75454097355401,1,1,1,1,1,1,3,111,Inactive
19454,104,2,3985.982283897964,4,4,3,4,4,3,11,443,VIP
14361,1071,1,5027.652219554011,1,1,4,1,1,4,6,114,Inactive
17069,164,3,7411.186950541923,4,4,4,4,4,4,12,444,VIP
18190,1070,1,241.41912163343218,1,1,1,1,1,1,3,111,Inactive
13430,1069,1,2025.6670425288385,1,1,2,1,1,2,4,112,Inactive
14435,1069,1,7151.083813087356,1,1,4,1,1,4,6,114,Inactive
13760,633,2,10438.4468802421,3,4,4,3,4,4,11,344,VIP
12050,1069,1,375.8908917234833,1,1,1,1,1,1,3,111,Inactive
11165,1068,1,1055.6134238163486,1,1,2,1,1,2,4,112,Inactive
12033,1068,1,333.46769602287657,1,1,1,1,1,1,3,111,Inactive
16467,1067,1,1328.9932189794963,1,1,2,1,1,2,4,112,Inactive
10145,896,2,4536.694565876961,2,4,3,2,4,3,9,243,At-Risk
14388,1067,1,5203.686321709298,1,1,4,1,1,4,6,114,Inactive
17832,247,2,5439.268198602185,4,4,4,4,4,4,12,444,VIP
18623,766,2,1221.5775652485306,2,4,2,2,4,2,8,242,At-Risk
18896,1066,1,147.44862841523602,1,1,1,1,1,1,3,111,Inactive
12632,1065,1,1493.902943031101,1,1,2,1,1,2,4,112,Inactive
14494,574,2,10836.899970871173,3,4,4,3,4,4,11,344,VIP
18056,1065,1,68.71053878919562,1,1,1,1,1,1,3,111,Inactive
17511,1064,1,4952.901063027835,1,1,4,1,1,4,6,114,Inactive
19155,1064,1,644.9941814250017,1,1,1,1,1,1,3,111,Inactive
14805,1063,1,58.85339424428545,1,1,1,1,1,1,3,111,Inactive
10806,1063,1,2385.5653740338607,1,1,2,1,1,2,4,112,Inactive
19655,606,2,3133.7052148831904,3,4,3,3,4,3,10,343,VIP
17486,1062,1,1084.672056787576,1,1,2,1,1,2,4,112,Inactive
18202,1062,1,144.8649572542377,1,1,1,1,1,1,3,111,Inactive
11868,1062,1,4085.234326852453,1,1,3,1,1,3,5,113,Inactive
17878,1062,1,975.5230311446118,1,1,2,1,1,2,4,112,Inactive
