CustomerID,Recency,Frequency,Monetary,Segment,R_Score,F_Score,M_Score,RFM_Numeric
12504,115,3,7365.721871106327,VIP,4,4,4,12
12967,1317,1,3216.5499544105,Inactive,1,1,3,5
12786,162,2,9148.698275862878,VIP,4,4,4,12
11122,1316,1,3428.4195417273713,Inactive,1,1,3,5
14079,697,2,3676.075343605757,At-Risk,2,4,3,9
11571,1315,1,3306.2884332487133,Inactive,1,1,3,5
15073,1315,1,1815.709466779266,Inactive,1,1,2,4
15104,1315,1,1469.2275950610006,Inactive,1,1,2,4
12143,1134,2,544.343452194363,At-Risk,1,4,1,6
19879,732,2,6187.42522847882,At-Risk,2,4,4,10
16806,1314,1,1845.0568797894573,Inactive,1,1,2,4
17357,206,2,2952.5716090469105,VIP,4,4,3,11
13440,1313,1,5705.666758225398,Inactive,1,1,4,6
13766,1313,1,850.1873068423861,Inactive,1,1,1,3
15644,1313,1,1982.7481173515123,Inactive,1,1,2,4
12914,1312,1,5242.923333275381,Inactive,1,1,4,6
14968,515,2,2653.7270092770123,VIP,3,4,3,10
15917,1312,1,2179.7365857637533,Inactive,1,1,2,4
18787,676,2,1857.2557147967395,At-Risk,2,4,2,8
11365,1295,2,7209.1161325156345,At-Risk,1,4,4,9
14492,640,2,724.3540752050751,At-Risk,2,4,1,7
17186,468,3,10205.464163372024,VIP,3,4,4,11
10395,1310,1,3710.373648234614,Inactive,1,1,3,5
18082,1309,1,1646.9361278479316,Inactive,1,1,2,4
14171,1309,1,241.82646728272033,Inactive,1,1,1,3
14360,1309,1,65.80965265706233,Inactive,1,1,1,3
12502,1308,1,1612.9742265073073,Inactive,1,1,2,4
10717,64,3,5058.057543015239,VIP,4,4,4,12
12782,202,2,3808.1111394764157,VIP,4,4,3,11
14946,406,2,4606.430233940029,VIP,3,4,3,10
18335,1307,1,4183.69561081946,Inactive,1,1,3,5
14980,1307,1,4122.533809428344,Inactive,1,1,3,5
17266,1020,3,4503.474031870317,At-Risk,2,4,3,9
14491,1126,2,3696.172409895102,At-Risk,1,4,3,8
17192,128,2,901.5986742631136,Loyal,4,4,1,9
15588,773,3,2721.5772238761624,At-Risk,2,4,3,9
17651,539,2,6469.958533904173,VIP,3,4,4,11
13636,1261,2,1500.2431925178412,At-Risk,1,4,2,7
11167,1305,1,1388.1687965851606,Inactive,1,1,2,4
11062,1221,2,615.4564704829635,At-Risk,1,4,1,6
12156,1304,1,2725.5571400753906,Inactive,1,1,3,5
17860,1304,1,706.2295809398721,Inactive,1,1,1,3
15161,1303,1,2114.221707638988,Inactive,1,1,2,4
15305,146,2,2833.92076214501,VIP,4,4,3,11
16541,1303,1,84.4881130684453,Inactive,1,1,1,3
14729,318,2,7175.560707514458,VIP,3,4,4,11
19348,1302,1,229.20983548584812,Inactive,1,1,1,3
17330,1302,1,8090.6911128847605,Inactive,1,1,4,6
15334,1302,1,7591.805664452818,Inactive,1,1,4,6
18924,157,2,7456.103349445956,VIP,4,4,4,12
14330,795,2,7248.8506645491725,At-Risk,2,4,4,10
18010,1301,1,1643.1003593164871,Inactive,1,1,2,4
16801,297,2,3507.7313331464684,VIP,4,4,3,11
14846,1300,1,390.4500363383262,Inactive,1,1,1,3
16731,996,2,3809.572717657685,At-Risk,2,4,3,9
17241,539,2,512.5610990504643,Loyal,3,4,1,8
10953,1299,1,4025.1256041831357,Inactive,1,1,3,5
12539,739,2,11507.009256353414,At-Risk,2,4,4,10
17056,1299,1,2044.56076704466,Inactive,1,1,2,4
11542,1298,1,1090.6946646606461,Inactive,1,1,2,4
15293,1298,1,2473.2643437658517,Inactive,1,1,2,4
11191,1298,1,1678.1908521774465,Inactive,1,1,2,4
16313,598,2,5629.509412326134,VIP,3,4,4,11
12681,1112,2,6276.822560162363,At-Risk,1,4,4,9
19409,1297,1,1542.208267991039,Inactive,1,1,2,4
11540,1296,1,1067.9221846849907,Inactive,1,1,2,4
16172,824,2,5843.566888361971,At-Risk,2,4,4,10
15541,1296,1,1028.3729416327483,Inactive,1,1,2,4
19580,1295,1,4510.937705266876,Inactive,1,1,3,5
18691,759,2,4089.754675012157,At-Risk,2,4,3,9
19872,1295,1,4063.5088883636126,Inactive,1,1,3,5
18702,1264,2,2794.717827452504,At-Risk,1,4,3,8
17494,1294,1,4164.564153069629,Inactive,1,1,3,5
14312,1294,1,2325.000790694611,Inactive,1,1,2,4
11324,1293,1,1167.574283448891,Inactive,1,1,2,4
19347,1293,1,1160.999931468847,Inactive,1,1,2,4
13141,1293,1,563.5712306328185,Inactive,1,1,1,3
17419,1293,1,268.5205323329045,Inactive,1,1,1,3
13486,1281,2,6077.6693503808565,At-Risk,1,4,4,9
11810,38,2,3747.2070581348653,VIP,4,4,3,11
16588,637,3,16693.80632342776,VIP,3,4,4,11
12923,1291,1,240.4965381623796,Inactive,1,1,1,3
15301,1291,1,4525.375595236789,Inactive,1,1,3,5
14186,1291,1,793.6596645209388,Inactive,1,1,1,3
18905,995,3,6194.397609921536,At-Risk,2,4,4,10
14268,832,2,2808.2937666811044,At-Risk,2,4,3,9
14748,1290,1,110.9159921590076,Inactive,1,1,1,3
14849,1289,1,1009.4074970868346,Inactive,1,1,2,4
13709,494,2,4107.328695339876,VIP,3,4,3,10
19273,1288,1,600.8592621608692,Inactive,1,1,1,3
16619,1288,1,3626.603717013235,Inactive,1,1,3,5
18647,1288,1,1302.7173364442885,Inactive,1,1,2,4
19086,734,2,6763.864630961466,At-Risk,2,4,4,10
19576,1287,1,317.3324845075648,Inactive,1,1,1,3
13072,163,5,10764.266786311096,VIP,4,4,4,12
16530,712,2,6167.56876129294,At-Risk,2,4,4,10
10504,302,2,2682.5627792263867,VIP,3,4,3,10
11214,1286,1,2137.0325815815913,Inactive,1,1,2,4
11531,671,3,19901.018557464093,At-Risk,2,4,4,10
17576,1286,1,3176.669199964168,Inactive,1,1,3,5
10823,1285,1,106.28716235162663,Inactive,1,1,1,3
10928,1285,1,6176.875834962438,Inactive,1,1,4,6
15029,1285,1,2931.9206038668494,Inactive,1,1,3,5
10133,1284,1,360.45345612309296,Inactive,1,1,1,3
12105,149,3,8424.967777580514,VIP,4,4,4,12
16316,81,3,11002.297850443822,VIP,4,4,4,12
11852,1283,1,3396.752675130294,Inactive,1,1,3,5
14910,1283,1,2357.6330670189923,Inactive,1,1,2,4
14175,1283,1,109.7236801831888,Inactive,1,1,1,3
15348,1282,1,4757.994222340192,Inactive,1,1,3,5
19442,1107,2,6242.8005395568325,At-Risk,1,4,4,9
16190,1232,2,6904.0587513935825,At-Risk,1,4,4,9
11256,798,2,2687.2667578421124,At-Risk,2,4,3,9
13376,1281,1,310.10590696765576,Inactive,1,1,1,3
15645,1281,1,2480.60621954619,Inactive,1,1,2,4
13584,1280,1,2200.4301644631378,Inactive,1,1,2,4
19588,1280,1,4535.807187241001,Inactive,1,1,3,5
18053,1280,1,93.25936052714813,Inactive,1,1,1,3
13330,1279,1,715.2080174958882,Inactive,1,1,1,3
12703,1279,1,4278.190922130491,Inactive,1,1,3,5
18662,126,3,3876.6521874369564,VIP,4,4,3,11
17114,929,2,3884.826278829285,At-Risk,2,4,3,9
11353,1278,1,1431.7383134149206,Inactive,1,1,2,4
15063,687,2,7396.36984361119,At-Risk,2,4,4,10
18549,549,2,9237.19638069382,VIP,3,4,4,11
17575,1277,1,1583.1905546375613,Inactive,1,1,2,4
10667,1277,1,365.25728739599685,Inactive,1,1,1,3
14468,1277,1,400.10686444564584,Inactive,1,1,1,3
19337,1276,1,2200.230836134309,Inactive,1,1,2,4
16819,1108,2,4336.210229016476,At-Risk,1,4,3,8
13719,296,5,12930.111867339687,VIP,4,4,4,12
12745,498,3,11360.828902089126,VIP,3,4,4,11
17483,69,2,5844.177431344215,VIP,4,4,4,12
10539,508,2,289.28097923405517,Loyal,3,4,1,8
14964,1274,1,536.078733181582,Inactive,1,1,1,3
14835,1274,1,411.9771926810324,Inactive,1,1,1,3
13775,1274,1,1448.8489200320496,Inactive,1,1,2,4
16042,1274,1,7169.192230204654,Inactive,1,1,4,6
17102,907,2,10510.052480100643,At-Risk,2,4,4,10
17312,1055,2,6371.864344013574,At-Risk,1,4,4,9
15320,1273,1,578.0724772789359,Inactive,1,1,1,3
16132,637,2,8156.376217878714,VIP,3,4,4,11
17891,1272,1,2344.8840523562694,Inactive,1,1,2,4
12779,1272,1,97.32709138913336,Inactive,1,1,1,3
10924,1272,1,1937.269745790004,Inactive,1,1,2,4
11581,1271,1,5319.260521511103,Inactive,1,1,4,6
17714,1271,1,7050.126911960833,Inactive,1,1,4,6
13324,1271,1,3418.0267044310112,Inactive,1,1,3,5
15713,1270,1,812.5120492533638,Inactive,1,1,1,3
17026,1270,1,678.5795368503974,Inactive,1,1,1,3
10255,1270,1,691.4100684429825,Inactive,1,1,1,3
14804,250,2,753.1701685187985,Loyal,4,4,1,9
11838,1269,1,799.712963703033,Inactive,1,1,1,3
10009,901,3,10616.267283871026,At-Risk,2,4,4,10
12871,443,2,9171.96321598952,VIP,3,4,4,11
18989,1268,1,3348.7228300443876,Inactive,1,1,3,5
17409,124,2,14585.009592762704,VIP,4,4,4,12
17418,680,2,3425.8085059616938,At-Risk,2,4,3,9
15124,1236,2,675.5276656863192,At-Risk,1,4,1,6
11015,13,3,6145.914223540595,VIP,4,4,4,12
12193,1267,1,1125.0866503267682,Inactive,1,1,2,4
18415,1267,1,289.5234694691832,Inactive,1,1,1,3
17449,1266,1,113.07245999095124,Inactive,1,1,1,3
14158,1266,1,729.1128628322388,Inactive,1,1,1,3
13925,1266,1,86.96961282776272,Inactive,1,1,1,3
16970,1265,1,3732.2812447151805,Inactive,1,1,3,5
14784,1265,1,170.15327037962774,Inactive,1,1,1,3
11633,730,2,5874.01600092341,At-Risk,2,4,4,10
10384,1263,1,1145.5749602705027,Inactive,1,1,2,4
10404,1263,1,2923.6973008021864,Inactive,1,1,3,5
18175,1263,1,1366.1517557886366,Inactive,1,1,2,4
12000,1262,1,52.958360763523544,Inactive,1,1,1,3
19860,1262,1,6478.145069685472,Inactive,1,1,4,6
15989,1262,1,64.10832414548217,Inactive,1,1,1,3
11460,669,3,4139.724755957386,At-Risk,2,4,3,9
17190,540,2,2463.6743917554327,Loyal,3,4,2,9
17140,1261,1,4738.4122905862805,Inactive,1,1,3,5
14809,1260,1,6462.878267552703,Inactive,1,1,4,6
14178,673,2,1210.5913568224466,At-Risk,2,4,2,8
17245,1260,1,3205.8230686042166,Inactive,1,1,3,5
16600,1260,1,3915.762825373411,Inactive,1,1,3,5
15997,769,2,1649.9237988283273,At-Risk,2,4,2,8
12048,1203,2,9726.481172892127,At-Risk,1,4,4,9
10716,1258,1,8349.567157191454,Inactive,1,1,4,6
17939,603,2,4279.128700462883,VIP,3,4,3,10
15565,539,2,818.8954912983784,Loyal,3,4,1,8
14544,1258,1,856.0211289800411,Inactive,1,1,1,3
14976,646,3,2762.898521670298,At-Risk,2,4,3,9
13419,1257,1,993.5462424209616,Inactive,1,1,2,4
17239,715,2,5602.598581939828,At-Risk,2,4,4,10
19766,1035,2,8173.341532091328,At-Risk,1,4,4,9
10249,130,3,11228.037249078077,VIP,4,4,4,12
18865,1256,1,1871.702041960894,Inactive,1,1,2,4
10770,625,2,5555.7293491947585,VIP,3,4,4,11
14363,1255,1,50.63505166166528,Inactive,1,1,1,3
11077,1255,1,661.8452451210786,Inactive,1,1,1,3
18427,1255,1,4778.642297051567,Inactive,1,1,3,5
18580,1254,1,248.35155550162546,Inactive,1,1,1,3
17901,560,2,2216.9206967434898,Loyal,3,4,2,9
14858,1254,1,5481.97329777578,Inactive,1,1,4,6
16544,1253,1,3000.5390507669845,Inactive,1,1,3,5
14719,828,2,4906.0820656885135,At-Risk,2,4,4,10
12814,1253,1,2841.8172751357515,Inactive,1,1,3,5
13374,517,4,12655.997460787548,VIP,3,4,4,11
11252,190,3,4419.155621750046,VIP,4,4,3,11
16996,1252,1,3610.864521952959,Inactive,1,1,3,5
14673,6,2,9507.400919389387,VIP,4,4,4,12
14530,1251,1,1042.580497439815,Inactive,1,1,2,4
16881,1050,2,7104.347410307882,At-Risk,1,4,4,9
19521,1251,1,4357.473617936598,Inactive,1,1,3,5
16241,377,2,6126.251480206133,VIP,3,4,4,11
18017,585,3,2576.170510281077,Loyal,3,4,2,9
16941,1190,2,4169.46658161051,At-Risk,1,4,3,8
19550,340,3,3459.909271381094,VIP,3,4,3,10
17002,255,3,5846.504188946333,VIP,4,4,4,12
11331,1249,1,1044.3651661417005,Inactive,1,1,2,4
14261,1248,1,3713.6594500539145,Inactive,1,1,3,5
17648,1248,1,2400.647201609342,Inactive,1,1,2,4
15115,1248,1,2817.8809785698522,Inactive,1,1,3,5
14637,298,2,5847.001788635594,VIP,4,4,4,12
14854,1247,1,5210.748180773068,Inactive,1,1,4,6
13177,74,3,6925.379807977904,VIP,4,4,4,12
17730,591,2,13426.734502223455,VIP,3,4,4,11
12180,1246,1,1139.5898446404126,Inactive,1,1,2,4
14892,1246,1,6665.376836829363,Inactive,1,1,4,6
17043,1246,1,205.07275864415863,Inactive,1,1,1,3
10137,1245,1,4182.304140128624,Inactive,1,1,3,5
16327,201,2,5948.307125761576,VIP,4,4,4,12
13472,1245,1,2727.79307874569,Inactive,1,1,3,5
15449,1244,1,4772.150845485144,Inactive,1,1,3,5
12832,420,3,13095.532683815542,VIP,3,4,4,11
13579,1244,1,673.1174108777265,Inactive,1,1,1,3
15971,1244,1,6471.486395080727,Inactive,1,1,4,6
14164,355,2,8108.892063670961,VIP,3,4,4,11
17941,1243,1,1252.407853823234,Inactive,1,1,2,4
15569,699,2,6845.341842557216,At-Risk,2,4,4,10
14300,1242,1,3373.882735610876,Inactive,1,1,3,5
16269,1242,1,2062.6999313862384,Inactive,1,1,2,4
13818,1242,1,2068.22238020179,Inactive,1,1,2,4
11906,1223,2,3082.9315098238585,At-Risk,1,4,3,8
16254,1241,1,1571.15717717609,Inactive,1,1,2,4
10760,1241,1,1248.5354152187674,Inactive,1,1,2,4
17830,1241,1,155.16423898927385,Inactive,1,1,1,3
17350,1240,1,343.3755298115672,Inactive,1,1,1,3
16238,1240,1,5695.782699337249,Inactive,1,1,4,6
16090,989,2,7838.377119443592,At-Risk,2,4,4,10
16031,624,2,14248.208317340876,VIP,3,4,4,11
17687,1239,1,1171.8106072172302,Inactive,1,1,2,4
19091,1239,1,313.7794398797077,Inactive,1,1,1,3
19911,744,2,13789.113639803669,At-Risk,2,4,4,10
18472,676,2,7173.0146322307455,At-Risk,2,4,4,10
11887,1028,2,4933.022112970357,At-Risk,1,4,4,9
13266,1238,1,4720.0353601811385,Inactive,1,1,3,5
10666,1237,1,8103.435657926687,Inactive,1,1,4,6
14188,310,2,4215.3672198881595,VIP,3,4,3,10
10671,741,3,2327.1925335531946,At-Risk,2,4,2,8
16777,1236,1,580.9127324621328,Inactive,1,1,1,3
17570,541,2,1431.8037693356623,Loyal,3,4,2,9
17956,1236,1,3436.8749338531657,Inactive,1,1,3,5
15585,534,2,2340.044805091816,Loyal,3,4,2,9
13900,1235,1,1342.8741371318758,Inactive,1,1,2,4
16677,1234,1,204.9893272032627,Inactive,1,1,1,3
16981,1118,2,9204.454320374965,At-Risk,1,4,4,9
16376,642,2,3743.1283994271416,At-Risk,2,4,3,9
10523,1234,1,495.7378326708471,Inactive,1,1,1,3
12393,1233,1,899.7843096993707,Inactive,1,1,1,3
12593,1233,1,6480.518144781969,Inactive,1,1,4,6
19945,1233,1,463.6246015187744,Inactive,1,1,1,3
17240,9,3,11575.097048707732,VIP,4,4,4,12
16937,1232,1,780.4059620689263,Inactive,1,1,1,3
15240,1232,1,5400.5047772601165,Inactive,1,1,4,6
16493,812,2,2901.2614343961277,At-Risk,2,4,3,9
12878,1231,1,690.3806207102541,Inactive,1,1,1,3
14143,192,2,5809.501528058768,VIP,4,4,4,12
13644,338,3,11423.45805114208,VIP,3,4,4,11
14432,1230,1,1763.9303130227227,Inactive,1,1,2,4
11276,1230,1,1496.6995402028588,Inactive,1,1,2,4
15811,1229,1,89.12625561531013,Inactive,1,1,1,3
10302,935,2,7310.364699160576,At-Risk,2,4,4,10
10638,1229,1,481.68529487686635,Inactive,1,1,1,3
10055,1229,1,4016.1893304820546,Inactive,1,1,3,5
18717,1228,1,2265.6157891982566,Inactive,1,1,2,4
18150,1228,1,52.226575959854785,Inactive,1,1,1,3
12125,761,2,1323.8252145576328,At-Risk,2,4,2,8
10364,570,2,9145.9888331856,VIP,3,4,4,11
16809,1119,2,2502.412356749951,At-Risk,1,4,2,7
14621,97,2,3219.810653250742,VIP,4,4,3,11
15126,307,3,7503.244500134386,VIP,3,4,4,11
15122,1226,1,5757.367246077004,Inactive,1,1,4,6
11646,964,2,6506.394993634238,At-Risk,2,4,4,10
10918,1226,1,2735.0611411587734,Inactive,1,1,3,5
12797,1225,1,3491.694632599198,Inactive,1,1,3,5
16506,1036,2,3170.9307460488885,At-Risk,1,4,3,8
15870,1225,1,3861.9347841431218,Inactive,1,1,3,5
18172,1224,1,3207.187287663154,Inactive,1,1,3,5
13345,1224,1,2094.5050289406227,Inactive,1,1,2,4
17673,1224,1,116.16142814758871,Inactive,1,1,1,3
16882,1223,1,1880.3817006867457,Inactive,1,1,2,4
13086,1222,1,6850.309956099667,Inactive,1,1,4,6
18152,1222,1,179.09239520464214,Inactive,1,1,1,3
15750,218,2,4441.211974852733,VIP,4,4,3,11
11976,1221,1,181.81121386163306,Inactive,1,1,1,3
11296,466,2,3480.813529963995,VIP,3,4,3,10
16229,1220,1,82.55637324213325,Inactive,1,1,1,3
17641,1220,1,1020.2491687531548,Inactive,1,1,2,4
10125,944,2,8369.049464876187,At-Risk,2,4,4,10
14632,1220,1,5659.567281822402,Inactive,1,1,4,6
16288,1219,1,833.5261131825603,Inactive,1,1,1,3
13596,1219,1,6219.524569799775,Inactive,1,1,4,6
16168,1219,1,1603.5474551858445,Inactive,1,1,2,4
19795,1218,1,3062.037984716666,Inactive,1,1,3,5
17561,1036,2,3551.5380365560854,At-Risk,1,4,3,8
18258,881,2,5454.388555152062,At-Risk,2,4,4,10
10232,486,2,828.6488862179339,Loyal,3,4,1,8
19361,1217,1,2686.470787413197,Inactive,1,1,3,5
16371,1175,2,3312.1140731055316,At-Risk,1,4,3,8
14206,1217,1,2257.037322834141,Inactive,1,1,2,4
19685,278,2,3087.6226823426996,VIP,4,4,3,11
17943,1216,1,611.2852107712076,Inactive,1,1,1,3
16891,1216,1,3305.6795249135857,Inactive,1,1,3,5
16738,1215,1,220.92613647442246,Inactive,1,1,1,3
12472,326,3,3077.860921284025,VIP,3,4,3,10
12739,1215,1,7851.582405878858,Inactive,1,1,4,6
15401,1215,1,241.36054220103352,Inactive,1,1,1,3
11761,1214,1,2310.1802454976228,Inactive,1,1,2,4
13812,1214,1,6352.94680553103,Inactive,1,1,4,6
19504,1213,1,413.37886018748065,Inactive,1,1,1,3
11733,761,2,7574.597355340885,At-Risk,2,4,4,10
11605,1213,1,154.7581607035977,Inactive,1,1,1,3
15622,1212,1,986.2974700803562,Inactive,1,1,2,4
16767,1212,1,28.424496881701593,Inactive,1,1,1,3
16986,1212,1,387.3930110656126,Inactive,1,1,1,3
13517,1211,1,180.09024983371617,Inactive,1,1,1,3
13735,561,2,14122.46848923785,VIP,3,4,4,11
19352,1211,1,1479.6093512727434,Inactive,1,1,2,4
18434,1210,1,1230.6475938319275,Inactive,1,1,2,4
12590,1210,1,1963.8317337860744,Inactive,1,1,2,4
11063,1210,1,7400.438095015393,Inactive,1,1,4,6
14324,1210,1,3674.7103455590623,Inactive,1,1,3,5
19111,1209,1,1002.1587714309015,Inactive,1,1,2,4
15342,943,2,5724.861684132328,At-Risk,2,4,4,10
10005,1209,1,2005.2018392177108,Inactive,1,1,2,4
17489,1208,1,1229.9705433292277,Inactive,1,1,2,4
18659,1208,1,172.16775785939058,Inactive,1,1,1,3
18195,1208,1,3033.7489597955073,Inactive,1,1,3,5
15966,1208,1,97.05525373702702,Inactive,1,1,1,3
18837,321,2,5019.810921684901,VIP,3,4,4,11
10117,1207,1,1394.4283248328932,Inactive,1,1,2,4
12551,718,2,6589.324162890587,At-Risk,2,4,4,10
15560,742,2,4033.50289445739,At-Risk,2,4,3,9
14289,1206,1,1754.511133140033,Inactive,1,1,2,4
10846,1206,1,3967.9797013942584,Inactive,1,1,3,5
16469,509,2,1918.1636083800329,Loyal,3,4,2,9
19333,1205,1,6273.8737718856555,Inactive,1,1,4,6
18915,691,2,1765.8017612897572,At-Risk,2,4,2,8
10224,68,2,1775.2305412401079,Loyal,4,4,2,10
14208,559,2,2053.163758972385,Loyal,3,4,2,9
16283,1204,1,1936.6280540554078,Inactive,1,1,2,4
16233,1203,1,1421.708679580511,Inactive,1,1,2,4
19765,150,5,16866.24477655725,VIP,4,4,4,12
11828,774,3,1844.9320929784813,At-Risk,2,4,2,8
11917,1202,1,4610.302600720256,Inactive,1,1,3,5
14234,298,2,5726.086620734424,VIP,4,4,4,12
16988,1202,1,4756.805849157994,Inactive,1,1,3,5
12026,1201,1,1758.3259980116163,Inactive,1,1,2,4
13744,631,2,3670.1921573803465,VIP,3,4,3,10
19093,1201,1,755.3944289561061,Inactive,1,1,1,3
10260,1200,1,1221.589905535924,Inactive,1,1,2,4
16038,323,2,2736.6244645688826,VIP,3,4,3,10
19865,351,3,9990.140127921064,VIP,3,4,4,11
12219,1199,1,4853.616380971771,Inactive,1,1,3,5
12060,1199,1,4502.014155725107,Inactive,1,1,3,5
15287,401,2,5393.50723083912,VIP,3,4,4,11
11619,750,2,2658.4638555216716,At-Risk,2,4,3,9
18512,1198,1,3323.2546395902045,Inactive,1,1,3,5
11342,1198,1,4980.960766568173,Inactive,1,1,4,6
12824,1197,1,3841.7429753283427,Inactive,1,1,3,5
11994,482,2,9678.317828639541,VIP,3,4,4,11
13490,361,3,6758.7760172393655,VIP,3,4,4,11
19310,1196,1,233.08593835191476,Inactive,1,1,1,3
17984,16,3,7708.979156695459,VIP,4,4,4,12
11604,1196,1,1129.1374660747056,Inactive,1,1,2,4
10235,1195,1,3973.8818586147195,Inactive,1,1,3,5
11908,1195,1,2721.1535322460736,Inactive,1,1,3,5
18567,1068,2,895.6202635162738,At-Risk,1,4,1,6
13530,908,2,8315.420799018113,At-Risk,2,4,4,10
15256,1194,1,3947.296880200067,Inactive,1,1,3,5
12635,1194,1,6.836522822245378,Inactive,1,1,1,3
18162,1194,1,167.0520763657363,Inactive,1,1,1,3
12560,1193,1,2623.599980083317,Inactive,1,1,3,5
15415,213,3,6918.458526556407,VIP,4,4,4,12
13391,1192,1,5592.654115198449,Inactive,1,1,4,6
15951,290,3,7088.7601322273,VIP,4,4,4,12
15468,1076,2,8804.147755645168,At-Risk,1,4,4,9
18007,1085,2,10700.69957880694,At-Risk,1,4,4,9
19064,1191,1,6753.174260117205,Inactive,1,1,4,6
19444,961,2,1239.885690965828,At-Risk,2,4,2,8
16413,1191,1,1253.0277272274056,Inactive,1,1,2,4
19506,1190,1,1378.009512690833,Inactive,1,1,2,4
14820,179,2,1686.713769329462,Loyal,4,4,2,10
12898,1189,1,3630.5110186285237,Inactive,1,1,3,5
17546,1189,1,4508.267495892662,Inactive,1,1,3,5
10077,1189,1,5489.653994625144,Inactive,1,1,4,6
17577,1189,1,397.9229406370707,Inactive,1,1,1,3
14227,1188,1,1092.2528436942753,Inactive,1,1,2,4
10600,1188,1,5021.409599605484,Inactive,1,1,4,6
11065,1188,1,28.589991137037334,Inactive,1,1,1,3
12136,1187,1,7040.899171899667,Inactive,1,1,4,6
19510,1187,1,152.38098243195097,Inactive,1,1,1,3
16943,1187,1,5680.709795767681,Inactive,1,1,4,6
17804,666,2,5374.649005291061,At-Risk,2,4,4,10
16565,1186,1,2092.291674252824,Inactive,1,1,2,4
15984,1186,1,3844.891011055724,Inactive,1,1,3,5
15142,1186,1,1012.2463542838793,Inactive,1,1,2,4
14670,52,3,6291.56028403699,VIP,4,4,4,12
12190,923,2,4450.281814064549,At-Risk,2,4,3,9
19184,1185,1,1067.4839922064602,Inactive,1,1,2,4
12712,1185,1,3730.68648139707,Inactive,1,1,3,5
12192,1184,1,4841.063493694488,Inactive,1,1,3,5
11248,1184,1,4991.990102567808,Inactive,1,1,4,6
14033,632,4,5426.555509483102,VIP,3,4,4,11
11997,1183,1,3556.135496794043,Inactive,1,1,3,5
13687,322,2,96.7900726797663,Loyal,3,4,1,8
14018,1183,1,136.88065187187624,Inactive,1,1,1,3
11970,572,2,12477.4569837877,VIP,3,4,4,11
18389,525,2,2400.1698938459867,Loyal,3,4,2,9
15765,1182,1,1445.1624313646646,Inactive,1,1,2,4
11202,1182,1,3492.31296099268,Inactive,1,1,3,5
18135,228,2,3093.210548475413,VIP,4,4,3,11
15567,1181,1,1474.6432581624745,Inactive,1,1,2,4
17667,1181,1,77.77919831541845,Inactive,1,1,1,3
15742,1180,1,460.70946460249525,Inactive,1,1,1,3
15788,380,2,3327.279766090421,VIP,3,4,3,10
15408,1104,2,10572.921198561633,At-Risk,1,4,4,9
18669,1180,1,4316.92017013941,Inactive,1,1,3,5
19446,1179,1,641.6562361934706,Inactive,1,1,1,3
10922,268,2,1727.742650937304,Loyal,4,4,2,10
10419,840,2,8155.572123019048,At-Risk,2,4,4,10
12204,490,2,12292.949504111471,VIP,3,4,4,11
11120,1178,1,3480.4987858295476,Inactive,1,1,3,5
10950,1178,1,842.372619313574,Inactive,1,1,1,3
12336,733,2,2323.631905076916,At-Risk,2,4,2,8
15373,1177,1,1494.4409225742481,Inactive,1,1,2,4
12243,1177,1,4268.119262881256,Inactive,1,1,3,5
12645,475,2,2314.8349690730884,Loyal,3,4,2,9
14612,937,2,6353.721949180059,At-Risk,2,4,4,10
11865,1176,1,868.5536354069176,Inactive,1,1,1,3
16028,427,2,3177.2355185557794,VIP,3,4,3,10
17326,1175,1,878.3257440907887,Inactive,1,1,1,3
16359,1175,1,2720.5270824632403,Inactive,1,1,3,5
17863,1175,1,763.6770039666663,Inactive,1,1,1,3
13228,1174,1,1180.943055940281,Inactive,1,1,2,4
12371,1174,1,833.9035797169093,Inactive,1,1,1,3
12891,277,2,6217.14959692503,VIP,4,4,4,12
13756,1173,1,3532.4935148857194,Inactive,1,1,3,5
14225,859,3,7528.679782360812,At-Risk,2,4,4,10
10094,1173,1,2048.092419951617,Inactive,1,1,2,4
12674,1172,1,6164.728590055671,Inactive,1,1,4,6
16898,1172,1,1348.6965744963209,Inactive,1,1,2,4
10793,1172,1,601.4315250221025,Inactive,1,1,1,3
12116,1171,1,2000.1318670613455,Inactive,1,1,2,4
15779,688,2,3715.161110305864,At-Risk,2,4,3,9
16166,1171,1,6013.6293071365135,Inactive,1,1,4,6
10814,1170,1,1391.0847738957227,Inactive,1,1,2,4
10345,1170,1,3038.3581323254375,Inactive,1,1,3,5
18554,1170,1,364.3188271910581,Inactive,1,1,1,3
12443,1170,1,4300.687655673513,Inactive,1,1,3,5
17783,1169,1,390.5755804473742,Inactive,1,1,1,3
10984,1010,2,2654.5058429916166,At-Risk,2,4,3,9
17790,1169,1,7790.294666150474,Inactive,1,1,4,6
19831,1168,1,3665.5081069998582,Inactive,1,1,3,5
10827,1168,1,672.2320700348556,Inactive,1,1,1,3
13531,1168,1,2929.277928475867,Inactive,1,1,3,5
17147,1168,1,6118.341132949192,Inactive,1,1,4,6
14451,1167,1,1837.4456090678225,Inactive,1,1,2,4
13876,1167,1,4018.547036949723,Inactive,1,1,3,5
15959,1167,1,2619.8605938091805,Inactive,1,1,3,5
10126,1166,1,4801.936262818266,Inactive,1,1,3,5
18795,1166,1,935.9861584287844,Inactive,1,1,1,3
16024,1166,1,6927.546057941323,Inactive,1,1,4,6
15109,1003,2,3412.2320821798135,At-Risk,2,4,3,9
